term_str,x,y,term_rank,n,p,i,n_chars,max_pos_group,max_pos,n_pos_group,n_pos,stop,porter_stem,df,idf,dfidf
cup,9.899504,-9.942368,922,63,8.027267225177587e-05,13.604731549172904,3,NN,NN,3,4,0,cup,58,10.012504136685033,580.7252399277319
suit,5.342173,-8.833094,923,63,8.027267225177587e-05,13.604731549172904,4,NN,NN,2,3,0,suit,58,10.012504136685033,580.7252399277319
brain,15.603375,-15.549879,924,63,8.027267225177587e-05,13.604731549172904,5,NN,NN,1,2,0,brain,56,10.063130209755002,563.5352917462801
clapping,19.731081,9.143176,925,63,8.027267225177587e-05,13.604731549172904,8,VB,VBG,2,2,0,clap,63,9.89320520831269,623.2719281236995
forward,3.9172854,-2.7296777,926,63,8.027267225177587e-05,13.604731549172904,7,RB,RB,5,7,0,forward,61,9.939747794249719,606.3246154492329
cream,0.32632375,-24.972141,927,63,8.027267225177587e-05,13.604731549172904,5,NN,NN,1,2,0,cream,55,10.089125418287946,554.901898005837
strong,-4.462581,-3.0625277,928,63,8.027267225177587e-05,13.604731549172904,6,JJ,JJ,1,1,0,strong,61,9.939747794249719,606.3246154492329
dancing,16.31164,-1.0729959,929,62,7.899850285095404e-05,13.627815162285945,7,VB,VBG,2,3,0,danc,60,9.963594536204088,597.8156721722453
children,2.1099741,-13.739292,930,62,7.899850285095404e-05,13.627815162285945,8,NN,NNS,1,3,0,children,59,9.987842082450765,589.2826828645951
shirt,16.756483,-16.871538,931,62,7.899850285095404e-05,13.627815162285945,5,NN,NN,2,5,0,shirt,56,10.063130209755002,563.5352917462801
cry,-20.531172,14.7769165,932,62,7.899850285095404e-05,13.627815162285945,3,VB,VB,2,4,0,cri,58,10.012504136685033,580.7252399277319
dressed,-8.238115,-5.92034,933,62,7.899850285095404e-05,13.627815162285945,7,VB,VBN,2,3,0,dress,60,9.963594536204088,597.8156721722453
gentlemen,17.79731,-2.410821,934,62,7.899850285095404e-05,13.627815162285945,9,NN,NNS,2,3,0,gentlemen,62,9.91628882142573,614.8099069283953
loud,10.655213,2.4227555,935,62,7.899850285095404e-05,13.627815162285945,4,JJ,JJ,3,4,0,loud,59,9.987842082450765,589.2826828645951
tape,12.737206,-10.320475,936,62,7.899850285095404e-05,13.627815162285945,4,NN,NN,2,2,0,tape,60,9.963594536204088,597.8156721722453
bitch,-0.16715682,-6.880194,937,62,7.899850285095404e-05,13.627815162285945,5,NN,NN,3,4,0,bitch,57,10.037595117647864,572.1429217059283
listening,1.6109341,5.6651616,938,62,7.899850285095404e-05,13.627815162285945,9,VB,VBG,3,3,0,listen,61,9.939747794249719,606.3246154492329
clothes,9.471181,-13.417628,939,62,7.899850285095404e-05,13.627815162285945,7,NN,NNS,2,2,0,cloth,57,10.037595117647864,572.1429217059283
ridiculous,-6.3292212,3.3656151,940,62,7.899850285095404e-05,13.627815162285945,10,JJ,JJ,1,1,0,ridicul,61,9.939747794249719,606.3246154492329
daughter,19.481766,-20.428415,941,62,7.899850285095404e-05,13.627815162285945,8,NN,NN,1,2,0,daughter,57,10.037595117647864,572.1429217059283
control,-22.262955,14.923977,942,61,7.77243334501322e-05,13.651274135109933,7,NN,NN,3,6,0,control,60,9.963594536204088,597.8156721722453
america,6.499806,-16.881691,943,61,7.77243334501322e-05,13.651274135109933,7,NN,NNP,1,1,0,america,60,9.963594536204088,597.8156721722453
problems,-4.689415,-19.63981,944,61,7.77243334501322e-05,13.651274135109933,8,NN,NNS,1,1,0,problem,56,10.063130209755002,563.5352917462801
quit,-22.640102,13.744192,945,61,7.77243334501322e-05,13.651274135109933,4,VB,VB,4,6,0,quit,56,10.063130209755002,563.5352917462801
roll,9.513023,-6.664438,946,61,7.77243334501322e-05,13.651274135109933,4,NN,NN,2,5,0,roll,54,10.115597629649137,546.2422720010534
bottle,10.694457,-9.4888525,947,61,7.77243334501322e-05,13.651274135109933,6,NN,NN,2,3,0,bottl,59,9.987842082450765,589.2826828645951
push,-22.859703,18.277103,948,61,7.77243334501322e-05,13.651274135109933,4,VB,VB,2,4,0,push,55,10.089125418287946,554.901898005837
dundies,-1.6454849,-20.934797,949,61,7.77243334501322e-05,13.651274135109933,7,NN,NNS,1,3,0,dundi,56,10.063130209755002,563.5352917462801
extra,1.5380375,-16.483849,950,61,7.77243334501322e-05,13.651274135109933,5,JJ,JJ,2,2,0,extra,60,9.963594536204088,597.8156721722453
interview,3.6369426,-12.127419,951,61,7.77243334501322e-05,13.651274135109933,9,NN,NN,1,2,0,interview,60,9.963594536204088,597.8156721722453
scared,-2.2345977,7.0306077,952,61,7.77243334501322e-05,13.651274135109933,6,VB,VBN,3,4,0,scare,56,10.063130209755002,563.5352917462801
shoot,9.354745,4.0921955,953,61,7.77243334501322e-05,13.651274135109933,5,NN,NN,3,6,0,shoot,58,10.012504136685033,580.7252399277319
college,3.4518838,0.67143714,954,61,7.77243334501322e-05,13.651274135109933,7,NN,NN,1,2,0,colleg,58,10.012504136685033,580.7252399277319
laughter,18.1306,10.499565,955,60,7.645016404931035e-05,13.675120877064302,8,NN,NN,2,3,0,laughter,59,9.987842082450765,589.2826828645951
spent,-23.588493,-7.5172467,956,60,7.645016404931035e-05,13.675120877064302,5,VB,VBD,2,4,0,spent,59,9.987842082450765,589.2826828645951
jump,-21.363861,19.005491,957,60,7.645016404931035e-05,13.675120877064302,4,VB,NN,3,5,0,jump,50,10.22662894203788,511.331447101894
shoes,15.252414,-16.897497,958,60,7.645016404931035e-05,13.675120877064302,5,NN,NNS,1,2,0,shoe,58,10.012504136685033,580.7252399277319
cornell,12.766818,-6.6424212,959,60,7.645016404931035e-05,13.675120877064302,7,NN,NNP,1,2,0,cornel,56,10.063130209755002,563.5352917462801
imagine,-24.546043,13.540332,960,60,7.645016404931035e-05,13.675120877064302,7,VB,VB,3,5,0,imagin,59,9.987842082450765,589.2826828645951
during,9.545461,-20.030478,961,60,7.645016404931035e-05,13.675120877064302,6,IN,IN,1,1,1,dure,59,9.987842082450765,589.2826828645951
employees,10.009759,-17.856697,962,60,7.645016404931035e-05,13.675120877064302,9,NN,NNS,2,2,0,employe,59,9.987842082450765,589.2826828645951
king,3.3529515,-14.997358,963,60,7.645016404931035e-05,13.675120877064302,4,NN,NNP,2,3,0,king,53,10.142564677249407,537.5559278942186
hugs,24.336266,4.8655148,964,60,7.645016404931035e-05,13.675120877064302,4,NN,NNS,2,7,0,hug,59,9.987842082450765,589.2826828645951
tiny,-0.6025543,-7.1315255,965,60,7.645016404931035e-05,13.675120877064302,4,JJ,JJ,2,2,0,tini,56,10.063130209755002,563.5352917462801
explain,-25.12,12.175912,966,59,7.517599464848852e-05,13.699368423310979,7,VB,VB,2,3,0,explain,56,10.063130209755002,563.5352917462801
stands,23.221525,-1.6635525,967,59,7.517599464848852e-05,13.699368423310979,6,VB,VBZ,2,2,0,stand,59,9.987842082450765,589.2826828645951
dress,6.89337,-7.773072,968,59,7.517599464848852e-05,13.699368423310979,5,NN,NN,3,4,0,dress,58,10.012504136685033,580.7252399277319
street,13.524331,-9.055142,969,59,7.517599464848852e-05,13.699368423310979,6,NN,NN,2,3,0,street,56,10.063130209755002,563.5352917462801
stick,-20.314262,18.614367,970,59,7.517599464848852e-05,13.699368423310979,5,NN,NN,3,5,0,stick,58,10.012504136685033,580.7252399277319
loves,-18.815508,-2.921801,971,59,7.517599464848852e-05,13.699368423310979,5,VB,VBZ,2,4,0,love,54,10.115597629649137,546.2422720010534
husband,19.207935,-20.208246,972,59,7.517599464848852e-05,13.699368423310979,7,NN,NN,1,1,0,husband,56,10.063130209755002,563.5352917462801
punch,-22.37744,17.294666,973,59,7.517599464848852e-05,13.699368423310979,5,NN,NN,3,4,0,punch,51,10.19805978984111,520.1010492818966
plus,2.031946,-3.470868,974,58,7.390182524766668e-05,13.724030477545249,4,CC,CC,3,3,0,plu,57,10.037595117647864,572.1429217059283
arm,21.493786,-3.4644063,975,58,7.390182524766668e-05,13.724030477545249,3,NN,NN,3,4,0,arm,57,10.037595117647864,572.1429217059283
dundermifflin,10.539487,-11.7406435,976,58,7.390182524766668e-05,13.724030477545249,13,NN,NNP,3,4,0,dundermifflin,58,10.012504136685033,580.7252399277319
pregnant,-5.3618884,5.4015217,977,58,7.390182524766668e-05,13.724030477545249,8,JJ,JJ,3,4,0,pregnant,56,10.063130209755002,563.5352917462801
super,-6.5152473,-1.6568557,978,58,7.390182524766668e-05,13.724030477545249,5,JJ,JJ,4,7,0,super,54,10.115597629649137,546.2422720010534
longer,-4.896305,-8.192566,979,58,7.390182524766668e-05,13.724030477545249,6,RB,JJR,3,4,0,longer,57,10.037595117647864,572.1429217059283
leads,8.366019,-14.014749,980,58,7.390182524766668e-05,13.724030477545249,5,NN,NNS,2,2,0,lead,52,10.170045413671513,528.8423615109186
confused,13.495757,11.0229,981,58,7.390182524766668e-05,13.724030477545249,8,VB,JJ,2,3,0,confus,54,10.115597629649137,546.2422720010534
accounting,16.156597,-1.2551295,982,58,7.390182524766668e-05,13.724030477545249,10,NN,NN,2,3,0,account,54,10.115597629649137,546.2422720010534
wonder,-17.281857,1.1465074,983,57,7.262765584684484e-05,13.749121458508078,6,VB,VBP,3,5,0,wonder,55,10.089125418287946,554.901898005837
fault,20.72889,-21.285324,984,57,7.262765584684484e-05,13.749121458508078,5,NN,NN,2,2,0,fault,56,10.063130209755002,563.5352917462801
space,7.728361,-11.933024,985,57,7.262765584684484e-05,13.749121458508078,5,NN,NN,1,2,0,space,55,10.089125418287946,554.901898005837
yesterday,-0.7733596,-0.9947258,986,57,7.262765584684484e-05,13.749121458508078,9,NN,NN,1,1,0,yesterday,56,10.063130209755002,563.5352917462801
worse,-11.367413,-14.968864,987,57,7.262765584684484e-05,13.749121458508078,5,JJ,JJR,3,5,0,wors,56,10.063130209755002,563.5352917462801
2,7.14691,-14.866502,988,57,7.262765584684484e-05,13.749121458508078,1,CD,CD,1,1,0,2,54,10.115597629649137,546.2422720010534
00,6.312916,-2.2919655,989,57,7.262765584684484e-05,13.749121458508078,2,CD,CD,1,1,0,00,50,10.22662894203788,511.331447101894
position,3.686858,-17.862568,990,57,7.262765584684484e-05,13.749121458508078,8,NN,NN,1,1,0,posit,55,10.089125418287946,554.901898005837
expect,-23.32723,10.792592,991,57,7.262765584684484e-05,13.749121458508078,6,VB,VB,2,3,0,expect,55,10.089125418287946,554.901898005837
usually,-12.797414,3.7195764,992,57,7.262765584684484e-05,13.749121458508078,7,RB,RB,1,1,0,usual,56,10.063130209755002,563.5352917462801
earlier,-6.98162,5.959037,993,57,7.262765584684484e-05,13.749121458508078,7,RB,RBR,3,4,0,earlier,57,10.037595117647864,572.1429217059283
donna,13.784418,7.919078,994,57,7.262765584684484e-05,13.749121458508078,5,NN,NNP,1,1,0,donna,45,10.37863203548293,467.03844159673184
broke,6.253035,-6.0124,995,57,7.262765584684484e-05,13.749121458508078,5,VB,VBD,4,4,0,broke,57,10.037595117647864,572.1429217059283
glasses,19.998676,-3.9243855,996,56,7.1353486446023e-05,13.774656550615216,7,NN,NNS,2,3,0,glass,51,10.19805978984111,520.1010492818966
monster,-0.41678002,-6.4420943,997,56,7.1353486446023e-05,13.774656550615216,7,NN,NN,2,4,0,monster,50,10.22662894203788,511.331447101894
screen,17.723148,-4.6404595,998,56,7.1353486446023e-05,13.774656550615216,6,NN,NN,2,3,0,screen,53,10.142564677249407,537.5559278942186
meant,-15.454826,1.6114236,999,56,7.1353486446023e-05,13.774656550615216,5,VB,VBP,3,7,0,meant,55,10.089125418287946,554.901898005837
breath,16.975683,-12.937182,1000,56,7.1353486446023e-05,13.774656550615216,6,NN,NN,1,1,0,breath,55,10.089125418287946,554.901898005837
claps,19.760586,7.913297,1001,56,7.1353486446023e-05,13.774656550615216,5,NN,NNS,2,3,0,clap,55,10.089125418287946,554.901898005837
realize,-20.871761,7.1664677,1002,56,7.1353486446023e-05,13.774656550615216,7,VB,VB,1,2,0,realiz,56,10.063130209755002,563.5352917462801
honest,-27.896076,0.6911652,1003,56,7.1353486446023e-05,13.774656550615216,6,JJ,JJS,4,6,0,honest,56,10.063130209755002,563.5352917462801
continues,19.65618,7.159661,1004,56,7.1353486446023e-05,13.774656550615216,9,VB,VBZ,2,3,0,continu,55,10.089125418287946,554.901898005837
upset,-6.8310175,5.0143127,1005,56,7.1353486446023e-05,13.774656550615216,5,JJ,JJ,3,6,0,upset,51,10.19805978984111,520.1010492818966
wine,8.471442,-11.563009,1006,56,7.1353486446023e-05,13.774656550615216,4,NN,NN,3,5,0,wine,53,10.142564677249407,537.5559278942186
bear,1.6690474,-6.2300153,1007,56,7.1353486446023e-05,13.774656550615216,4,NN,NN,4,6,0,bear,50,10.22662894203788,511.331447101894
liked,-23.815273,0.292303,1008,55,7.007931704520116e-05,13.800651759148161,5,VB,VBD,2,3,0,like,50,10.22662894203788,511.331447101894
board,11.676271,-11.463869,1009,55,7.007931704520116e-05,13.800651759148161,5,NN,NN,1,2,0,board,55,10.089125418287946,554.901898005837
pause,-1.9948766,-2.39536,1010,55,7.007931704520116e-05,13.800651759148161,5,NN,NN,5,6,0,paus,53,10.142564677249407,537.5559278942186
honestly,-15.409845,5.7389655,1011,55,7.007931704520116e-05,13.800651759148161,8,RB,RB,2,2,0,honestli,55,10.089125418287946,554.901898005837
chocolate,4.2496567,-8.678251,1012,55,7.007931704520116e-05,13.800651759148161,9,NN,NN,3,5,0,chocol,49,10.255775287697398,502.5329890971725
clark,16.612549,9.297947,1013,55,7.007931704520116e-05,13.800651759148161,5,NN,NNP,3,4,0,clark,53,10.142564677249407,537.5559278942186
seconds,-0.6575445,-23.693367,1014,55,7.007931704520116e-05,13.800651759148161,7,NN,NNS,2,4,0,second,52,10.170045413671513,528.8423615109186
todd,15.767709,7.047527,1015,55,7.007931704520116e-05,13.800651759148161,4,NN,NNP,2,3,0,todd,51,10.19805978984111,520.1010492818966
trouble,5.021449,-17.786688,1016,55,7.007931704520116e-05,13.800651759148161,7,NN,NN,2,2,0,troubl,55,10.089125418287946,554.901898005837
cover,-20.720798,16.734814,1017,55,7.007931704520116e-05,13.800651759148161,5,VB,VB,2,4,0,cover,55,10.089125418287946,554.901898005837
chicken,9.3050375,-11.825399,1018,55,7.007931704520116e-05,13.800651759148161,7,NN,NN,3,6,0,chicken,50,10.22662894203788,511.331447101894
road,13.872007,-9.750442,1019,55,7.007931704520116e-05,13.800651759148161,4,NN,NN,1,2,0,road,54,10.115597629649137,546.2422720010534
tree,8.646862,-9.642262,1020,55,7.007931704520116e-05,13.800651759148161,4,NN,NN,3,3,0,tree,47,10.315896280134968,484.8471251663435
nervous,-6.8484926,4.9697638,1021,55,7.007931704520116e-05,13.800651759148161,7,JJ,JJ,2,2,0,nervou,52,10.170045413671513,528.8423615109186
15,-0.239721,-24.14089,1022,55,7.007931704520116e-05,13.800651759148161,2,CD,CD,1,1,0,15,51,10.19805978984111,520.1010492818966
character,-0.376037,-11.206577,1023,55,7.007931704520116e-05,13.800651759148161,9,NN,NN,1,1,0,charact,51,10.19805978984111,520.1010492818966
blue,3.9547827,-8.813538,1024,55,7.007931704520116e-05,13.800651759148161,4,NN,JJ,3,5,0,blue,55,10.089125418287946,554.901898005837
interested,-5.9155188,7.115933,1025,55,7.007931704520116e-05,13.800651759148161,10,JJ,JJ,2,3,0,interest,52,10.170045413671513,528.8423615109186
elevator,10.932167,-6.4616776,1026,55,7.007931704520116e-05,13.800651759148161,8,NN,NN,2,3,0,elev,52,10.170045413671513,528.8423615109186
employee,2.8442369,-16.320135,1027,55,7.007931704520116e-05,13.800651759148161,8,NN,NN,1,2,0,employe,52,10.170045413671513,528.8423615109186
engaged,-4.3927603,8.215671,1028,55,7.007931704520116e-05,13.800651759148161,7,VB,VBN,3,4,0,engag,54,10.115597629649137,546.2422720010534
candy,9.484717,-7.61505,1029,55,7.007931704520116e-05,13.800651759148161,5,NN,NN,3,3,0,candi,52,10.170045413671513,528.8423615109186
theyre,-2.191567,-18.83229,1030,55,7.007931704520116e-05,13.800651759148161,6,NN,NNP,3,6,0,theyr,52,10.170045413671513,528.8423615109186
20,-1.141347,-23.920567,1031,54,6.880514764437932e-05,13.827123970509351,2,CD,CD,1,1,0,20,49,10.255775287697398,502.5329890971725
history,0.27111155,-15.852375,1032,54,6.880514764437932e-05,13.827123970509351,7,NN,NN,1,2,0,histori,51,10.19805978984111,520.1010492818966
prison,-2.310877,-5.390935,1033,54,6.880514764437932e-05,13.827123970509351,6,NN,NN,2,3,0,prison,41,10.512933127194522,431.0302582149754
plays,19.011421,4.900043,1034,54,6.880514764437932e-05,13.827123970509351,5,VB,VBZ,2,2,0,play,52,10.170045413671513,528.8423615109186
service,1.1915821,-18.37701,1035,54,6.880514764437932e-05,13.827123970509351,7,NN,NN,2,3,0,servic,52,10.170045413671513,528.8423615109186
catch,-23.344389,16.985567,1036,54,6.880514764437932e-05,13.827123970509351,5,VB,VB,2,4,0,catch,51,10.19805978984111,520.1010492818966
shake,10.25737,5.3700852,1037,54,6.880514764437932e-05,13.827123970509351,5,VB,VB,2,4,0,shake,46,10.346923175755592,475.9584660847572
join,-24.40618,17.930763,1038,54,6.880514764437932e-05,13.827123970509351,4,VB,VB,2,4,0,join,54,10.115597629649137,546.2422720010534
test,2.6570897,-13.2551155,1039,54,6.880514764437932e-05,13.827123970509351,4,NN,NN,2,4,0,test,52,10.170045413671513,528.8423615109186
copy,6.645519,-12.962675,1040,54,6.880514764437932e-05,13.827123970509351,4,NN,NN,2,4,0,copi,51,10.19805978984111,520.1010492818966
apparently,0.29022276,-5.194039,1041,53,6.753097824355749e-05,13.85409101810962,10,RB,RB,1,1,0,appar,53,10.142564677249407,537.5559278942186
record,2.7227247,-12.707362,1042,53,6.753097824355749e-05,13.85409101810962,6,NN,NN,2,2,0,record,51,10.19805978984111,520.1010492818966
straight,4.54038,0.43203917,1043,53,6.753097824355749e-05,13.85409101810962,8,VB,JJ,5,8,0,straight,50,10.22662894203788,511.331447101894
lie,-21.645367,12.352736,1044,53,6.753097824355749e-05,13.85409101810962,3,VB,VB,2,6,0,lie,48,10.28552263109145,493.7050862923896
afternoon,-1.9967405,-14.249561,1045,53,6.753097824355749e-05,13.85409101810962,9,NN,NN,1,2,0,afternoon,53,10.142564677249407,537.5559278942186
knock,18.588545,7.246727,1046,53,6.753097824355749e-05,13.85409101810962,5,NN,NN,2,5,0,knock,40,10.548557036925244,421.9422814770098
literally,-11.718844,4.046088,1047,53,6.753097824355749e-05,13.85409101810962,9,RB,RB,2,2,0,liter,53,10.142564677249407,537.5559278942186
copier,10.103923,-15.3338785,1048,53,6.753097824355749e-05,13.85409101810962,6,NN,NN,3,4,0,copier,51,10.19805978984111,520.1010492818966
pounds,-0.39399847,-23.138456,1049,53,6.753097824355749e-05,13.85409101810962,6,NN,NNS,2,2,0,pound,49,10.255775287697398,502.5329890971725
falls,22.413986,-2.150676,1050,53,6.753097824355749e-05,13.85409101810962,5,VB,VBZ,2,3,0,fall,50,10.22662894203788,511.331447101894
simple,-4.480471,-3.4608357,1051,53,6.753097824355749e-05,13.85409101810962,6,JJ,JJ,2,3,0,simpl,52,10.170045413671513,528.8423615109186
smell,-16.755117,3.8543258,1052,53,6.753097824355749e-05,13.85409101810962,5,VB,VB,2,5,0,smell,49,10.255775287697398,502.5329890971725
awful,-7.471455,3.4969532,1053,53,6.753097824355749e-05,13.85409101810962,5,JJ,JJ,3,3,0,aw,51,10.19805978984111,520.1010492818966
sandwich,7.9663506,-10.509835,1054,53,6.753097824355749e-05,13.85409101810962,8,NN,NN,3,4,0,sandwich,48,10.28552263109145,493.7050862923896
key,6.50625,-10.383838,1055,53,6.753097824355749e-05,13.85409101810962,3,NN,NN,3,5,0,key,50,10.22662894203788,511.331447101894
5,6.2045016,-2.4244547,1056,53,6.753097824355749e-05,13.85409101810962,1,CD,CD,1,1,0,5,47,10.315896280134968,484.8471251663435
died,-21.097681,-5.6919303,1057,52,6.625680884273564e-05,13.881571754531729,4,VB,VBD,1,2,0,die,49,10.255775287697398,502.5329890971725
become,-19.534632,12.828559,1058,52,6.625680884273564e-05,13.881571754531729,6,VB,VB,3,5,0,becom,48,10.28552263109145,493.7050862923896
corner,11.279203,-15.200886,1059,52,6.625680884273564e-05,13.881571754531729,6,NN,NN,2,3,0,corner,48,10.28552263109145,493.7050862923896
philly,3.227331,1.5631388,1060,52,6.625680884273564e-05,13.881571754531729,6,NN,NNP,2,2,0,philli,50,10.22662894203788,511.331447101894
beet,5.811384,-15.378487,1061,52,6.625680884273564e-05,13.881571754531729,4,NN,NN,2,2,0,beet,44,10.411053513175307,458.08635457971354
race,2.0388436,-6.1347523,1062,52,6.625680884273564e-05,13.881571754531729,4,NN,NN,1,2,0,race,48,10.28552263109145,493.7050862923896
act,-13.998603,4.098908,1063,52,6.625680884273564e-05,13.881571754531729,3,NN,NN,3,5,0,act,50,10.22662894203788,511.331447101894
others,6.006783,0.44598785,1064,52,6.625680884273564e-05,13.881571754531729,6,NN,NNS,2,3,0,other,49,10.255775287697398,502.5329890971725
vance,16.796759,6.093114,1065,52,6.625680884273564e-05,13.881571754531729,5,NN,NNP,1,2,0,vanc,43,10.444220377110508,449.10147621575186
imitating,18.979904,8.385725,1066,52,6.625680884273564e-05,13.881571754531729,9,VB,VBG,2,2,0,imit,52,10.170045413671513,528.8423615109186
file,7.749985,-9.283599,1067,52,6.625680884273564e-05,13.881571754531729,4,NN,NN,3,5,0,file,47,10.315896280134968,484.8471251663435
valentine,7.1320534,-23.270634,1068,52,6.625680884273564e-05,13.881571754531729,9,NN,NNP,1,2,0,valentin,50,10.22662894203788,511.331447101894
giggles,17.452307,11.065979,1069,52,6.625680884273564e-05,13.881571754531729,7,NN,NNS,2,3,0,giggl,51,10.19805978984111,520.1010492818966
committee,4.6901917,-15.2020235,1070,52,6.625680884273564e-05,13.881571754531729,9,NN,NN,1,2,0,committe,49,10.255775287697398,502.5329890971725
honey,15.083305,11.846954,1071,52,6.625680884273564e-05,13.881571754531729,5,NN,NN,3,4,0,honey,51,10.19805978984111,520.1010492818966
finish,-22.85688,18.799883,1072,52,6.625680884273564e-05,13.881571754531729,6,VB,VB,4,5,0,finish,50,10.22662894203788,511.331447101894
la,20.337406,5.8969164,1073,51,6.49826394419138e-05,13.909586130701324,2,NN,NNP,4,5,0,la,21,11.478167709033846,241.04152188971076
shower,0.8872983,-6.3719835,1074,51,6.49826394419138e-05,13.909586130701324,6,NN,NN,3,4,0,shower,43,10.444220377110508,449.10147621575186
arms,16.093935,-12.587263,1075,51,6.49826394419138e-05,13.909586130701324,4,NN,NNS,1,1,0,arm,48,10.28552263109145,493.7050862923896
living,3.2642622,1.1222162,1076,51,6.49826394419138e-05,13.909586130701324,6,NN,NN,3,3,0,live,48,10.28552263109145,493.7050862923896
form,3.7410126,-16.995134,1077,51,6.49826394419138e-05,13.909586130701324,4,NN,NN,2,3,0,form,51,10.19805978984111,520.1010492818966
carol,15.524611,9.889204,1078,51,6.49826394419138e-05,13.909586130701324,5,NN,NNP,3,4,0,carol,46,10.346923175755592,475.9584660847572
romantic,-5.0553584,-5.427,1079,51,6.49826394419138e-05,13.909586130701324,8,JJ,JJ,1,1,0,romant,49,10.255775287697398,502.5329890971725
closed,5.3591256,-4.9290347,1080,51,6.49826394419138e-05,13.909586130701324,6,VB,VBD,2,3,0,close,48,10.28552263109145,493.7050862923896
lead,-21.476204,16.867695,1081,51,6.49826394419138e-05,13.909586130701324,4,NN,NN,3,5,0,lead,48,10.28552263109145,493.7050862923896
forever,5.360066,0.3039184,1082,51,6.49826394419138e-05,13.909586130701324,7,RB,RB,3,3,0,forev,50,10.22662894203788,511.331447101894
disgusting,-5.8091373,3.9858317,1083,51,6.49826394419138e-05,13.909586130701324,10,VB,VBG,3,3,0,disgust,50,10.22662894203788,511.331447101894
hat,11.194591,-7.7988353,1084,51,6.49826394419138e-05,13.909586130701324,3,NN,NN,5,5,0,hat,45,10.37863203548293,467.03844159673184
finger,20.923805,-3.6995087,1085,51,6.49826394419138e-05,13.909586130701324,6,NN,NN,4,6,0,finger,47,10.315896280134968,484.8471251663435
fax,-22.178152,18.416975,1086,51,6.49826394419138e-05,13.909586130701324,3,NN,NN,2,5,0,fax,43,10.444220377110508,449.10147621575186
invited,-24.440649,-0.52875173,1087,51,6.49826394419138e-05,13.909586130701324,7,VB,VBD,2,3,0,invit,42,10.478167709033846,440.08304377942153
uhhuh,-0.87017477,-1.3502536,1088,51,6.49826394419138e-05,13.909586130701324,5,JJ,JJ,2,2,0,uhhuh,50,10.22662894203788,511.331447101894
state,4.7743454,-13.74062,1089,50,6.370847004109197e-05,13.938155282898096,5,NN,NN,1,2,0,state,47,10.315896280134968,484.8471251663435
hire,-23.378056,14.365048,1090,50,6.370847004109197e-05,13.938155282898096,4,VB,VB,2,4,0,hire,50,10.22662894203788,511.331447101894
sing,-21.043396,16.0462,1091,50,6.370847004109197e-05,13.938155282898096,4,VB,VBG,1,3,0,sing,47,10.315896280134968,484.8471251663435
looked,7.8551702,3.820936,1092,50,6.370847004109197e-05,13.938155282898096,6,VB,VBD,1,2,0,look,48,10.28552263109145,493.7050862923896
total,-1.083217,-6.098771,1093,50,6.370847004109197e-05,13.938155282898096,5,JJ,JJ,2,3,0,total,47,10.315896280134968,484.8471251663435
toward,23.699265,0.5714206,1094,50,6.370847004109197e-05,13.938155282898096,6,IN,IN,1,1,0,toward,50,10.22662894203788,511.331447101894
bleep,17.361103,10.262731,1095,50,6.370847004109197e-05,13.938155282898096,5,NN,NN,3,4,0,bleep,45,10.37863203548293,467.03844159673184
smile,10.297588,4.4605327,1096,50,6.370847004109197e-05,13.938155282898096,5,NN,NN,3,5,0,smile,48,10.28552263109145,493.7050862923896
names,-3.5251794,-20.636913,1097,50,6.370847004109197e-05,13.938155282898096,5,NN,NNS,3,3,0,name,43,10.444220377110508,449.10147621575186
safe,-12.4574995,4.7227473,1098,50,6.370847004109197e-05,13.938155282898096,4,JJ,JJ,2,2,0,safe,48,10.28552263109145,493.7050862923896
tie,5.890621,-8.794268,1099,50,6.370847004109197e-05,13.938155282898096,3,NN,NN,3,7,0,tie,49,10.255775287697398,502.5329890971725
private,4.129789,-13.77507,1100,50,6.370847004109197e-05,13.938155282898096,7,JJ,JJ,1,1,0,privat,47,10.315896280134968,484.8471251663435
blow,-22.225739,18.037846,1101,50,6.370847004109197e-05,13.938155282898096,4,VB,VB,3,5,0,blow,48,10.28552263109145,493.7050862923896
training,-1.2691219,-13.647858,1102,50,6.370847004109197e-05,13.938155282898096,8,NN,NN,2,3,0,train,49,10.255775287697398,502.5329890971725
changed,-24.064207,-6.079114,1103,50,6.370847004109197e-05,13.938155282898096,7,VB,VBD,2,4,0,chang,50,10.22662894203788,511.331447101894
rather,-17.279577,10.692855,1104,50,6.370847004109197e-05,13.938155282898096,6,RB,RB,2,2,0,rather,49,10.255775287697398,502.5329890971725
experience,-1.7519364,-16.24208,1105,50,6.370847004109197e-05,13.938155282898096,10,NN,NN,3,4,0,experi,48,10.28552263109145,493.7050862923896
known,-16.030909,-10.639397,1106,50,6.370847004109197e-05,13.938155282898096,5,VB,VBN,2,3,0,known,49,10.255775287697398,502.5329890971725
lying,-5.163985,6.4973526,1107,50,6.370847004109197e-05,13.938155282898096,5,VB,VBG,2,2,0,lie,48,10.28552263109145,493.7050862923896
light,9.1180935,-10.40059,1108,50,6.370847004109197e-05,13.938155282898096,5,NN,NN,3,5,0,light,47,10.315896280134968,484.8471251663435
double,1.0066605,-2.5441904,1109,50,6.370847004109197e-05,13.938155282898096,6,JJ,JJ,4,5,0,doubl,43,10.444220377110508,449.10147621575186
