term_str,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
glad,-0.15242505,-0.19441746,-0.3672272,0.38757855,-0.009232677,-0.13360861,0.21693186,-0.018037647,-0.2801158,0.16530313,-0.23828124,0.22131228,-0.17427605,0.348326,0.021778516,-0.25331402,0.013573266,0.46689704,-0.09609294,-0.5796302,0.20739898,0.032140147,-0.037094206,-0.28487357,0.14844652,-0.39266315,0.19457695,-0.31146532,-0.3153882,0.2619549,0.3796395,-0.13702355,0.037535064,0.020517625,-0.10192531,0.12350183,-0.17850631,-0.013772238,0.06978549,-0.3010797,-0.1787271,0.32201666,-0.20995674,-0.018997941,-0.28697756,0.019439464,0.07638936,-0.2423949,0.327974,-0.06279872,0.017481726,-0.102092445,0.013521246,0.059133288,0.12343699,-0.0069795717,-0.1692553,-0.2818057,-0.19776696,-0.0501859,0.030792527,-0.1790959,-0.13679856,0.10978894,-0.2486125,0.15077102,0.21659377,0.30431846,-0.28097162,0.06588103,0.06873598,0.26891488,0.12236468,0.08085253,0.21599263,0.096905336,0.13811705,-0.06565083,-0.18321078,0.023179883,0.047481023,-0.16187648,-0.29821712,0.16142887,-0.21443683,-0.34757993,-0.30488434,-0.01379501,0.02076554,0.18524954,0.03314801,0.3430134,-0.16137551,0.20699632,0.017830878,0.08131888,0.099953346,0.28489995,0.28611177,-0.33168525,0.13638581,0.12961137,0.07857856,-0.020565594,0.52393514,-0.2507429,0.27420968,0.34268245,-0.056338295,-0.11842455,-0.06538751,-0.17728451,-0.13889468,0.032568555,0.15652668,0.33987424,-0.18083623,-0.16656941,0.09427333,0.017742334,-0.059966613,0.15252428,0.59074795,-0.08306411,0.007242685,-0.3151333,0.077194996,-0.2543812,-0.17366056,-0.18119027,0.026625127,-0.1332138,-0.28467748,0.09361929,0.26771262,-0.03520464,-0.22832522,0.14627148,0.20203847,-0.13242218,-0.25238428,0.19632891,0.35276443,0.1977294,-0.073673815,0.31445304,-0.08183166,-0.1948567,0.13377394,0.016147736,0.10586439,-0.06966304,0.04452321,-0.0036696298,0.14398564,0.008453642,0.031936053,0.10636964,0.03657517,-0.0796104,-0.048910715,0.18623397,0.4450122,-0.22861801,0.1300416,-0.21868648,0.14564264,0.16408835,0.07459993,-0.036229987,-0.024564376,-0.38782895,-0.1363334,0.20849329,-0.27447134,0.08531125,-0.14800665,0.1848064,-0.19561125,0.046609472,-0.19125795,0.09552822,0.19449669,-0.33418778,0.09093305,-0.082691655,0.14918366,0.21914439,0.20765626,-0.27623966,-0.02676726,0.055075604,-0.19381902,0.17329146,-0.040884275,-0.28810686,-0.13606416,-0.14481546,-0.28007698,-0.45350596
suck,0.09362931,-0.09191643,0.066919826,0.09192763,0.053074047,-0.3210221,0.06927801,0.22866055,-0.05633371,0.045145396,-0.07427344,-0.0004035151,-0.26743495,0.21741396,-0.14068164,-0.06610372,0.028413404,0.090910345,-0.18107672,-0.21593611,0.19082524,-0.04519241,-0.028621892,0.07155239,0.04135021,0.055220183,-0.096242175,-0.16719724,-0.0038034013,-0.02095223,0.02813453,0.112713836,-0.05268338,-0.068613306,-0.07761612,0.20072845,0.10521927,-0.14080541,-0.078990236,-0.29236543,0.028849525,0.08253762,-0.26687765,-0.04075672,0.18870129,0.06010778,0.05341658,0.034907244,0.18790604,-0.011812662,0.033149973,0.035892684,0.14658092,0.08454556,0.09591656,0.1274998,-0.102168664,-0.21540435,-0.2141552,-0.069828525,0.077529036,-0.03207748,-0.10340389,-0.08430642,-0.091369666,0.011024802,-0.13262495,0.20401464,-0.046113905,0.07844256,-0.13638857,0.06385454,0.0776891,-0.10905207,0.060794722,0.104868,0.10071179,-0.20439465,-0.23103845,-0.053826474,0.04166479,0.15309986,-0.11299846,0.24135993,-0.110548675,-0.06778549,0.06414618,0.21613084,0.10753581,-0.113807485,0.23401937,0.07090902,0.12693317,0.124913506,0.1360336,0.13970543,-0.0077947862,0.04642662,0.0046681464,-0.03024199,-0.15132526,0.11668939,0.0797127,-0.046713408,0.037963968,-0.13048583,-0.043562073,0.03637113,0.032250866,0.008515605,-0.048391964,-0.29599848,0.07779029,0.086071655,0.15674813,-0.085794635,0.15613538,0.044730876,0.0363119,-0.082471535,0.00880885,-0.074833915,0.19398214,-0.24636538,0.03011336,-0.036477804,0.16662852,-0.02253853,0.094083704,-0.16917163,-0.020735435,0.00910419,0.012167561,-0.021789685,-0.13024972,0.04496781,0.051024932,0.16621158,-0.03021005,0.04724107,0.11482971,-0.059698626,0.04869349,-0.084566265,-0.115536146,-0.054427095,0.083808735,-0.074661784,0.08090329,0.010224421,0.1197395,-0.16140974,0.11085492,0.014954658,-0.101122886,0.12928538,0.12314099,-0.02593169,-0.093579754,0.27229306,0.23907542,-0.050757088,0.12222906,-0.01533033,0.106173836,0.004694091,0.15622462,0.01815619,-0.04094769,0.048075218,0.038871996,-0.18377748,-0.03548967,0.095030986,0.08484281,0.11256069,-0.20064875,0.088356994,-0.1355986,-0.0023609283,-0.10632331,0.17840667,-0.025230594,-0.02951707,-0.0042279367,0.036437284,0.21208292,0.13232434,0.15843402,-0.08106953,0.22592378,0.012611059,-0.045922957,-0.15235604,-0.014062225,-0.00084327016,0.32859585,-0.11293753,-0.09472365,-0.034698468
mm,0.18213539,-0.037322197,-0.21327764,0.16890335,-0.04572124,-0.21485059,0.048032504,0.36135548,-0.23125325,0.010859033,-0.116184056,-0.09803689,-0.08930354,0.17138416,-0.041036744,-0.1906476,0.08014506,0.17661248,-0.1940898,-0.31264177,0.02103892,-0.2000353,-0.044459756,-0.08099286,0.12533574,-0.260066,-0.06524663,-0.101193696,-0.17966932,-0.086345755,0.09096704,-0.051619485,0.106087275,-0.054337163,0.02326645,0.06588115,0.21053812,-0.16327193,-0.06007833,-0.32170156,-0.047213886,-0.0761452,-0.20900872,-0.016500726,0.162216,-0.06716708,-0.09586912,-0.05940551,0.16098014,-0.010227324,-0.06666622,-0.037292536,0.140029,-0.035600234,0.09641615,0.09089736,-0.04935866,-0.11904311,-0.25780785,0.028475849,0.072333254,0.0032503994,0.07191961,0.03213479,-0.28930518,0.1314849,-0.1046714,0.31999978,-0.3309478,0.20077805,0.11816499,0.14267218,0.1569115,-0.06939931,0.1471881,0.023056865,0.074919574,-0.0962484,-0.2464238,-0.013766341,-0.07771298,-0.06358428,-0.1586835,0.33234027,-0.14771473,0.024226386,0.065377675,0.099625,0.086672395,0.038954016,0.07162545,0.042664222,0.18320613,0.077398695,0.20182788,0.15391721,0.04117019,0.0006355484,0.0969454,0.060291488,-0.097929865,0.10404317,0.1848467,0.14310013,-0.16117243,-0.10626298,0.20102644,0.24154791,-0.12955725,-0.11462524,0.028662706,0.0149688795,-0.09364692,0.060026713,0.09225656,-0.10044141,0.10380708,-0.05851083,-0.024044406,0.13051888,0.021404993,0.021795003,0.18755676,0.0069398107,-0.06536258,-0.021865645,0.19518821,-0.03236143,0.09968322,0.1101265,0.121578574,-0.049435407,-0.049086656,-0.08562213,0.01705916,-0.058102775,0.11689609,0.105619565,0.03480531,0.12445551,-0.022208894,0.081021026,-0.051708043,-0.021647977,0.03167404,0.109755404,-0.061974537,-0.15295191,-0.062421795,0.0140691325,0.0952855,-0.016491337,-0.039091956,-0.107899345,-0.015435733,0.093476854,-0.019512972,0.05992528,-0.09137983,-0.017067974,-0.112989664,-0.17974699,0.12346892,-0.1560253,0.020814545,-0.030482924,0.11035231,-0.017919358,0.06581839,-0.023755753,0.059464086,-0.11116093,-0.027138485,0.09691712,-0.044466075,-0.06735173,-0.1638308,0.013917217,-0.10628374,-0.04672189,0.028935332,0.14067052,-0.014058042,-0.11539441,0.011231509,0.019208198,0.0781895,-0.03542798,-0.011829773,-0.033585038,0.01813815,-0.005749828,0.13696578,-0.029817415,0.09200859,0.10784236,0.0043632947,-0.047734804,-0.013560574,-0.08798465
early,-0.061938662,0.019783156,0.15737149,-0.13220254,0.09770494,-0.09982778,0.026602795,0.012311254,-0.03559313,-0.048602592,-0.09084955,-0.12960242,-0.09600094,0.047344577,-0.13248979,-0.02378286,-0.048487816,0.048447456,-0.07894124,-0.062616974,0.054495364,0.030705154,-0.00043227183,-0.0764471,-0.0044016065,0.0082115,-0.049028624,-0.07961927,-0.014400398,0.052137703,0.10629133,0.059938397,0.018654581,0.1419648,-0.08248987,0.06298133,0.010181699,-0.07367572,-0.0450402,-0.17835292,-0.056130078,0.09705289,-0.011403191,-0.09408892,0.10610257,0.08461478,0.0777195,-0.16692542,0.026411286,0.18624115,0.100551486,-0.13726853,-0.099334985,-0.05795577,-0.05304261,-0.04058968,-0.025345579,-0.06944503,-0.18611592,-0.009964088,-0.006722391,0.13387024,-0.0324338,0.011045093,-0.0022595115,0.03518867,0.037218854,0.058840603,0.0844249,0.20889436,-0.032107446,0.06154365,0.026399631,0.013182303,0.04249699,0.11923992,0.14202365,-0.1913648,-0.16953994,-0.04277306,0.005586127,0.039411988,-0.012761683,0.28223905,-0.09176283,-0.0094816545,-0.08423081,0.029439865,-0.008892027,-0.012990311,0.0901612,0.105090685,0.09440875,0.06695439,0.06639081,0.16132483,-0.11533609,-0.09903904,0.017972028,0.056250572,-0.32483903,0.2053126,-0.063774645,-0.08728421,-0.03948323,-0.22083956,0.1264525,0.14995193,-0.07008958,-0.060875874,-0.06581321,-0.08439196,-0.17894253,-0.060373344,0.093174286,0.097302444,0.10299225,-0.2071111,-0.010452771,-0.09222903,-0.08891134,0.10428694,0.09185815,-0.2865806,0.054516595,0.09481892,-0.1734531,0.02828532,-0.09352397,-0.14976165,-0.03026958,0.053845912,-0.005719244,0.19401987,-0.061277695,0.07990551,-0.09739609,-0.2047828,-0.15161745,-0.16076843,0.124383576,-0.17923854,0.124965176,-0.012968447,0.073177144,0.0074727633,0.056008745,-0.000528051,0.06677751,0.08680001,0.13086589,-0.0630803,-0.088228166,0.013259883,-0.11482519,0.2490431,0.1245204,0.0067322315,-0.07400533,0.20831235,0.24329543,0.05633782,0.024225771,-0.040391315,0.07388068,-0.0011711989,0.039984234,-0.026987612,-0.103596516,-0.04142901,-0.10957445,-0.03951549,0.09984875,-0.011354793,-0.023984844,0.20159309,-0.08251927,0.0068303817,0.03903977,0.162312,-0.012146786,0.13268849,0.09465588,0.104378834,0.1302406,0.087081075,0.20439248,0.23748066,0.12699395,-0.113472834,0.04548337,-0.025052274,-0.26594785,-0.08034798,0.13392353,-0.047120504,0.01707322,-0.07909465,-0.0561342,-0.17315252
clear,0.05136999,-0.14049357,-0.089939326,0.09432521,0.09041918,-0.07113615,0.16704975,0.070149064,0.09436778,-0.06406523,-0.056071874,-0.025456442,-0.13011748,-0.048574734,-0.097604126,-0.06750251,0.0035576217,0.11654303,0.07415276,-0.10520333,-0.06308217,0.24444358,-0.039737225,0.059245754,-0.11955153,0.090814665,0.018020933,-0.12873018,-0.119990915,0.10697875,0.25888726,-0.008908114,0.13965654,0.03133873,-0.09000279,0.05077167,0.046254057,0.06283117,0.12318366,-0.04533251,-0.032592066,0.12900618,-0.17137717,0.09732721,-0.2355914,-0.09331914,0.13951306,-0.032063853,0.051073574,0.060896486,0.16709648,-0.20901205,0.009676005,-0.04163258,0.01541531,-0.12585,-0.049261745,-0.06323011,-0.13593356,0.007429411,-0.1595807,0.022211405,0.0146852145,0.17802747,-0.1730396,0.14704037,0.12247851,0.12733169,-0.07976254,0.032508284,-0.008543183,0.07770547,0.19864494,0.01393826,0.07581428,0.12912752,0.082406744,-0.05864189,-0.1283993,0.07672921,-0.08310053,0.060301214,0.037661184,0.11639826,-0.110594295,-0.105149426,-0.05244068,0.11956154,-0.14253673,0.16689508,0.16430144,0.24053003,0.17717232,0.116677396,0.19253686,0.0110641355,0.14728373,0.08096494,0.16451403,-0.050484132,-0.17910124,0.16083302,0.011476212,0.03184407,0.0007527512,-0.18776402,0.17619735,0.079799265,-0.17099006,-0.1222766,-0.1330012,-0.012872755,-0.19953565,0.0038422595,-0.0073121465,0.27198356,-0.19226992,-0.19530205,0.077499,-0.0034750628,-0.01895149,0.110956386,0.2644756,-0.07582415,-0.04560112,0.013813236,-0.15875375,-0.1751482,-0.18737677,0.104202725,-0.022548884,-0.123243585,-0.045333475,0.04925231,-0.108126946,0.07458614,-0.21332794,0.064642236,-0.047329687,-0.10931816,0.07410198,-0.22806932,0.10674652,0.15469502,0.013068961,0.15723306,0.014028114,-0.0996868,0.16413078,0.043315813,0.088094436,-0.07794245,0.010802298,0.03486479,-0.12010361,0.22518173,0.17797028,0.111162804,0.084034815,0.080249034,0.15999357,0.19945653,0.054988958,-0.06716949,0.10951132,-0.07225554,0.14487846,-0.039148543,-0.018922111,0.08977363,-0.23881228,0.005788565,-0.12200839,-0.087926485,0.055663757,0.18098137,0.016159328,0.15424107,0.110477336,0.08441384,-0.12860109,0.034417834,0.09481179,0.041425478,-0.14229564,-0.027491316,0.07365253,0.116504095,0.19812566,-0.005910714,-0.019087942,-0.025763975,-0.29107293,0.038775552,-0.114978835,-0.056516144,-0.023306353,0.06177686,-0.046560097,-0.0394141
ill,-0.37313566,-0.031857602,0.05877803,0.16109848,0.24233837,-0.22358792,-0.004039189,-0.14358369,-0.1963284,0.11088952,-0.12320941,0.25689906,-0.10434652,-0.1277405,0.029525135,-0.046811096,-0.056446984,-0.10316068,-0.34420604,-0.040855024,-0.24403985,0.22821452,0.19762729,0.014937527,0.08969539,0.1663074,-0.15336272,-0.31931275,-0.16683713,0.050297465,0.26430318,-0.19137278,0.24371792,0.07041406,-0.028567968,0.23053357,0.14985682,-0.1888324,0.03914896,-0.0413791,0.0744911,-0.035090838,-0.45678696,-0.24395163,0.07460058,-0.1782118,0.21319781,0.031185845,0.029405143,0.071873784,0.10736281,-0.19503781,-0.041989915,0.2214183,-0.05200755,-0.20038849,-0.018400049,0.032838024,-0.290846,0.018881408,-0.12676248,-0.105374165,0.19067845,-0.02797419,-0.20454215,-0.19590625,0.049940694,0.25553754,-0.051277187,0.3529964,-0.24646507,0.03996553,0.08606478,-0.112531394,-0.2250103,0.15446427,0.024008993,0.070083864,-0.3367057,0.1609711,-0.047703322,0.0781386,0.18178698,0.17487857,-0.03304682,0.00046498107,-0.1572284,0.26899534,-0.04300675,0.3624087,0.2745094,0.16423962,0.1827806,0.047819167,-0.035923414,0.123827696,0.02391122,0.077096455,0.07742483,0.06437641,-0.24391308,0.062216643,-0.056383543,-0.2877809,0.16359378,-0.22359891,0.14908253,0.014238789,-0.33872032,-0.15173888,0.011118329,0.07170212,-0.23333631,-0.19505093,-0.11878643,0.056136496,0.17853478,-0.1276601,0.11692316,-0.12384562,-0.12801996,-0.061938252,0.15947497,-0.15236126,-0.018473357,-0.124657914,0.24189831,-0.004894018,-0.3435491,-0.24163224,0.26644287,0.0072493614,-0.00025898864,-0.15489486,-0.056227,-0.009141607,-0.034321338,0.381274,-0.009571484,0.18044254,0.049571443,-0.27790198,-0.3487041,-0.22666602,-0.09579377,0.2850599,0.3760273,-0.023495717,-0.0006894298,0.36392015,0.21789356,-0.1970412,-0.08689514,-0.11537299,-0.07977979,0.27129295,0.0034785,0.07390971,0.21599789,0.27383718,-0.107107416,0.17786658,-0.19633271,0.17272127,-0.08729324,0.077054344,-0.01979475,-0.251598,-0.018174713,0.052494276,0.04377929,-0.069031574,-0.19172208,-0.20438461,0.051280975,-0.18021971,0.098449595,0.11807231,0.15590417,0.17685664,-0.10419335,0.15839614,-0.13144895,0.16464753,0.08047238,-0.28521094,0.055405017,0.3227915,0.21942663,0.22514361,0.045408357,-0.13191004,-0.23162347,-0.070171684,0.22021924,0.21115795,0.2208402,-0.013471486,-0.08712363,-0.020941986
fast,0.058007244,-0.13075635,-0.06467997,0.15048914,0.014077258,-0.1357175,0.044532053,0.14446811,-0.09140929,0.0915679,-0.101098925,0.019792387,-0.08703361,0.09662605,-0.009857391,-0.107454225,0.04449156,0.15404738,-0.07022143,-0.13496414,0.027316572,-0.005236163,-0.027706241,-0.011032966,0.016051473,-0.033704367,-0.12785323,-0.12987557,-0.1135672,0.027141929,0.10490699,0.0688677,0.05591522,0.005621272,-0.12988493,0.11186554,0.06552773,0.015020722,-0.058657587,-0.084714256,-0.07198602,0.108044416,-0.22475094,0.10332746,-0.056725595,-0.0822409,0.09793627,-0.11430257,0.09369454,0.0066835894,0.14452982,-0.032418698,-0.06715241,-0.037919838,0.017914701,-0.045259774,-0.030523749,-0.21641651,-0.1403783,-0.062159818,-0.07443382,-0.047547866,0.047706813,-0.0059142276,-0.21883488,0.13585038,-0.050573252,0.16561683,-0.1679663,0.03193529,0.05012799,0.1413873,-0.01456763,0.04669609,0.099842966,0.12104789,0.106080525,-0.073044635,-0.11305863,0.09119452,0.01413276,0.10733928,0.03480715,0.08785666,-0.1607741,-0.136561,-0.0022697793,0.059705157,0.0116904145,0.0752504,0.11512671,0.059878796,0.08274665,0.16324791,0.10887515,0.14852694,0.07402915,0.10597824,0.062231038,-0.023714507,-0.18436176,0.11830363,0.08858833,0.0008224078,-0.04226224,-0.22574145,0.15654391,0.13110515,-0.03153135,-0.086263254,-0.00345109,-0.019012352,-0.09226692,0.0023108663,0.120838895,0.06956328,0.086327,-0.1349193,-0.018275328,0.059765693,0.013662894,-0.013612938,0.23164016,-0.16402186,-0.014247043,0.085897386,-0.20482229,-0.016741669,-0.07057711,0.04269377,0.0996858,-0.027263273,-0.06533275,-0.03641577,-0.056496974,0.096683055,-0.093290985,0.1082347,-0.14185604,-0.1119134,-0.0486519,-0.009943131,0.03942756,0.01856738,-0.017173866,0.014060189,0.024560334,-0.08835936,0.07487653,0.09090164,0.104776785,-0.118160576,0.009192356,0.100055486,-0.043056928,0.15666047,0.1325558,0.0549865,0.05327025,0.12844972,0.045868658,0.035946876,0.15149546,-0.07571332,0.062631376,0.00946302,0.1047791,-0.089730754,0.014040646,0.08571068,-0.17539929,-0.120918356,-0.01863408,0.015489866,-0.08730643,-0.018121067,-0.07753094,0.10537023,0.013651539,0.033822898,-0.10839891,0.11672315,0.068656534,-0.066342294,0.02836917,-0.03277983,0.10774243,0.12528442,0.14836368,-0.027863642,0.008288393,0.00960013,-0.03169786,-0.053079054,0.11766531,-0.014514745,0.052988105,0.016504083,-0.22844069,-0.071502596
bed,0.10608957,0.04336547,0.049031332,-0.13821201,0.13703308,-0.13741054,0.06449558,0.24678634,0.20508057,-0.10976966,-0.05220706,-0.26475775,-0.09620914,0.06886178,-0.10956823,0.05966202,-0.11483965,0.0029552188,-0.043119766,0.0076418263,0.026240606,0.007699186,-0.07067093,-0.018107219,0.027871372,0.08633399,0.01836931,-0.08451064,-0.008290902,0.14276135,0.16124222,0.09968104,-0.0028665438,0.026135806,-0.13718444,0.03921372,-0.050218426,0.0025083318,-0.04750362,-0.28108567,-0.09336976,0.024905339,0.12381319,-0.079047285,0.15087394,-0.02688983,-0.16891119,-0.18140842,-0.040672302,0.1077191,0.1612859,-0.15621494,-0.08182615,-0.015732212,0.021027185,-0.036844768,0.009515671,-0.032468256,-0.1344446,0.05051616,-0.0014830008,0.20085102,-0.18610302,-0.053605232,-0.10182535,-0.015245074,-0.11743783,0.08321368,0.045587998,0.015444363,0.068452194,-0.09612012,0.3269835,-0.09292239,0.119056486,-0.010737948,0.13972776,-0.17264418,-0.177253,-0.06819394,-0.21656889,0.0795038,-0.11157848,0.24010381,0.0031216308,0.06534963,0.07607021,0.06849382,-0.087151326,-0.15119098,-0.039985426,0.12449278,0.14324732,0.04171503,0.27342388,0.16438667,0.015979126,-0.33670908,0.023223408,0.05259588,-0.22313246,0.19626859,-0.09480018,-0.07780424,-0.2439909,0.012257162,0.029652854,0.16085766,-0.09016184,-0.21255323,-0.13504782,-0.2391545,-0.0008124127,-0.020058524,0.08549996,0.093580395,0.034862947,-0.17103247,-0.04389263,-0.112907425,-0.11368452,0.08465409,-0.06383465,-0.111908756,0.09504063,0.090865985,-0.22890094,0.01424455,-0.11416556,0.03624704,-0.08911545,0.03497398,0.05577754,0.04444606,-0.12175463,0.21111172,-0.122524396,-0.29609632,-0.078180574,-0.17254902,0.22576034,-0.12450629,0.10632468,-0.03405817,0.037583645,-0.18203612,-0.08206497,0.049974944,-0.0044296253,-0.0090077855,0.01227242,0.08344391,-0.08305074,0.08103074,-0.23043683,0.17652528,0.18034123,0.03693862,-0.2575611,0.1444666,0.2305179,0.09483637,-0.18171068,0.11945297,-0.06597499,0.0017518635,-0.07780007,-0.11926352,-0.10869516,-0.11113802,-0.079710394,0.24501319,-0.028340055,-0.13511689,0.25911516,0.122968726,-0.00823324,-0.0009283882,0.14851288,0.05119226,0.11194379,-0.0063775717,0.0703292,0.14770646,-0.025986614,0.16962023,0.034803867,0.14404623,0.03594315,-0.14922942,0.1411892,-0.019971224,-0.093687594,-0.03812862,0.04965753,0.0014834034,-0.1257014,-0.17372197,0.26660556,-0.121203564
single,0.17427813,-0.11229382,0.036166567,-0.07356843,-0.035674393,-0.10039496,0.19206521,0.11172349,0.07792999,-0.07486302,0.005700214,-0.11362098,-0.17407148,0.03146924,-0.21302055,0.013246344,0.013761158,0.11801131,-0.0939508,-0.18412663,0.03820757,0.13675669,-0.13381699,-0.00766712,-0.12318711,-0.01811068,0.11524654,0.0043010106,-0.014987956,0.09099976,0.19990596,0.053503662,0.13532701,0.09327051,-0.12783702,0.09008395,0.035462,0.010635883,-0.03582902,-0.27125323,-0.14197716,-0.00038976927,0.27881378,-0.09669465,0.04577102,0.06592098,-0.13388774,-0.15533568,0.20088759,0.1207958,0.019850623,-0.15536365,-0.053997755,-0.06308167,-0.019733826,-0.029138817,0.060993962,0.026354227,-0.08185139,0.12793206,0.019842044,0.1787374,-0.10145256,0.07012021,-0.061009947,0.0052574533,-0.046393093,0.02887659,0.08665332,0.09534641,0.08514962,-0.051063735,0.15335964,-0.091938555,0.26624548,0.033791617,0.1641007,-0.19534269,-0.0045683365,-0.044269953,-0.10410694,-0.018827932,-0.24083568,0.2662534,-0.059843596,0.07429761,-0.08590813,0.022516262,-0.15366843,0.026245099,-0.018286766,0.17539433,0.103982285,0.16398549,0.33394253,0.17200126,0.06195136,-0.3745561,0.028154705,0.0921143,-0.11803692,0.23140457,0.069564655,0.19111606,-0.15875943,-0.21631151,0.2239128,0.22189134,-0.15435685,-0.12205328,-0.1558605,-0.08017543,-0.11684593,0.13511951,0.03260906,0.09534333,-0.0917329,-0.15537871,0.008688116,-0.17774072,-0.05185412,0.26058635,0.08130245,-0.11709895,-0.024370644,0.022487015,-0.25126278,-0.034158446,-0.20214525,0.07154775,-0.02885942,-0.041861117,-0.02332259,0.15505934,-0.08490458,0.07581222,-0.26416564,-0.38694793,-0.05786441,-0.17967956,0.16541454,-0.15941621,0.11461716,0.23270237,0.051955137,-0.031397693,-0.20195556,-0.15564649,0.017441688,-0.06397795,0.007655591,-0.002717397,0.03762688,-0.016838837,-0.2236008,0.18514138,0.080451496,-0.04921372,-0.15783425,-0.01947314,0.067749076,0.0977525,-0.11916687,-0.12848027,0.009320951,0.06933275,0.08335212,-0.010967819,-0.104309596,-0.011310862,-0.2537303,0.09869031,-0.011406767,0.07249036,0.11280214,0.20803948,-0.07189879,-0.027912766,0.14821006,0.086079165,-0.040947944,0.048652675,-0.010776348,0.08383884,-0.02226709,0.1221791,0.093329504,-0.13491432,0.07876781,-0.101062834,-0.052916124,0.04972223,-0.11443319,0.04098954,-0.041439444,0.0050581954,-0.15111086,-0.021457123,0.058126155,-0.19307637
quick,-0.017930452,-0.021242538,-0.11852612,0.11184164,0.04081705,-0.13953298,0.010758557,0.22768271,-0.18300481,0.061654832,-0.059710246,-0.010381461,-0.031461753,-0.08385996,0.025855111,-0.08883096,0.095188275,0.105523415,-0.09226835,-0.11260612,-0.02446638,-0.15229349,0.03794595,-0.16754504,-0.008783889,-0.03580254,-0.2143227,-0.035138536,-0.11033897,0.06585401,0.19722389,0.02932402,0.023220858,0.032795817,-0.023782158,0.13030179,0.029479599,-0.15852675,-0.060348336,-0.18271683,-0.05461379,-0.024347764,-0.14285927,-0.029019473,0.1710991,-0.21109645,0.03272083,-0.06090768,0.04177667,0.06127771,0.10001233,-0.02355654,-0.0514976,-0.041983705,-0.05944294,0.0064021824,0.015968231,-0.13382442,-0.112066105,0.005269304,-0.0041508144,-0.048133392,0.08117637,-0.023898961,-0.24573201,0.14736243,-0.1464976,0.10715551,-0.14589632,0.123615354,0.014282448,0.14295653,0.11874863,-0.06591277,0.03200859,0.03760279,0.14784814,-0.09836501,-0.15896454,0.13908017,-0.11014821,0.1484888,-0.011685915,0.27985197,0.02997714,0.024051003,-0.071255326,0.0093690045,0.09095453,0.057764385,-0.0128951585,-0.10076133,0.14679667,-0.07810686,0.1488518,0.07247157,0.16866565,-0.09622453,0.09639075,0.10124026,-0.17224544,0.022775037,0.06929512,0.011172602,-0.1166262,-0.11305886,0.026853606,0.109097905,-0.034414645,-0.12268137,-0.0035880944,0.03363278,-0.15493453,0.025851706,0.04589367,-0.06649553,0.2863241,-0.17784822,-0.0819758,-0.0028195186,-0.14262749,0.05557508,0.011823035,-0.10225211,0.0025798592,-0.015481413,-0.14005616,-0.035360657,-0.12583466,0.108928934,0.20755123,0.026734585,-0.06644443,-0.10854025,-0.16678153,0.084944814,-0.057635207,-0.019127749,-0.11736514,-0.15114658,0.03987599,0.019571861,-0.08713587,-0.0041786633,-0.054811243,-0.086849056,-0.06881442,-0.01082266,-0.0756513,0.170104,0.073302485,-0.057202064,-0.035366323,-0.038814805,-0.106526546,0.21047644,0.08545912,0.11837875,-0.09501978,0.050068438,-0.060762703,0.02040766,-0.07671095,0.008617094,-0.15540044,0.044856068,0.06995083,-0.11752513,-0.07232378,-0.10686108,-0.12737906,0.012677174,0.013833698,-0.054262377,0.11701621,-0.08101669,-0.10666915,0.010277252,-0.017721107,-0.04098562,0.06768307,0.13275328,0.14519578,-0.016209802,0.029780198,-0.10784497,0.046608698,0.08662872,0.16946714,0.043097965,0.074871935,-0.0007494945,0.0500326,-0.082625024,0.2652006,0.08769291,-0.023968214,-0.13134271,-0.041492343,-0.07409373
